,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,pcp,tmax,tmin,YEAR,MONTH_NUM
881,Shasta,2017-07-15T18:10:00Z,2018-01-09T11:56:00Z,"Canyon Road and China Gulch, Happy Valley",40.48972,-122.38619,North Fire,10.0,True,0.0,94.5,59.6,2017.0,7.0
882,Riverside,2017-07-13T14:14:00Z,2018-01-09T11:54:00Z,"West 7th Street and Park Avenue, Perris",33.77896,-117.24091,Navajo Fire,10.0,False,0.1,102.3,76.2,2017.0,7.0
883,Butte,2017-07-12T13:55:00Z,2018-01-09T11:53:00Z,"Off Rebie way and Forbestown Rd, south east of Lake Oroville",39.50475,-121.33785,Rebie Fire,10.0,True,0.0,96.2,63.7,2017.0,7.0
884,Riverside,2017-07-03T13:34:00Z,2018-01-09T11:41:00Z,"Bolo Court and David Mountain Road, south of Beaumont",33.91806,-116.99321,Canyon Fire,10.0,False,0.1,102.3,76.2,2017.0,7.0
885,Nevada,2017-07-02T12:41:00Z,2018-01-09T11:16:00Z,off Brewer Road and Conestoga Drive in Alta Sierra,39.08382,-121.06656,Brewer Fire,10.0,False,0.01,88.6,56.7,2017.0,7.0
886,Riverside,2017-06-18T12:28:00Z,2018-01-09T10:35:00Z,"Manzanita Park and Roadrunner Dr., near Beaumont",33.90965,-116.9669,Lambs Fire,10.0,False,0.0,99.6,68.6,2017.0,6.0
887,Riverside,2017-06-16T14:51:00Z,2018-01-09T10:34:00Z,"off Gilman Springs Road, south of Hwy 60 in Gilman Springs",117.138741,33.939428,Springs Fire,10.0,False,0.0,99.6,68.6,2017.0,6.0
888,Kern,2017-06-05T14:02:00Z,2018-01-09T10:27:00Z,"Pine Mountain Rd., 10 miles NE of Bakersfield",35.564124,-118.796513,Pine Fire,10.0,False,0.01,92.4,63.0,2017.0,6.0
889,Riverside,2017-06-04T16:48:00Z,2018-01-09T10:26:00Z,"Old Banning Idyllwild Road & Mount Edna Road, Banning",33.87107,-116.88097,Shirleon Fire ,10.0,False,0.0,99.6,68.6,2017.0,6.0
890,Yuba,2017-05-29T15:31:00Z,2018-01-09T10:22:00Z,"off Hwy 20 and Escheman Ln, East of Brown",39.23205,-121.376,Twenty Fire,10.0,False,0.3,81.3,53.2,2017.0,5.0
891,Kern,2017-05-28T10:59:00Z,2018-01-09T10:17:00Z,10 miles West of Rosamond,34.87128,-118.35296,Champagne Fire,10.0,False,0.18,80.9,53.1,2017.0,5.0
892,Riverside,2017-05-23T13:13:00Z,2018-01-09T10:08:00Z,Ironwood Avenue and Moreno Beach Drive,33.94673,-117.17773,Moreno Fire,10.0,False,0.22,86.4,59.0,2017.0,5.0
893,Monterey,2017-04-24T12:06:00Z,2018-01-09T09:51:00Z,"Highway 101 & Front Street, north of Soledad ",36.44141,-121.34695,Soledad Fire,10.0,False,1.74,69.2,43.5,2017.0,4.0
894,Sonoma,2017-10-09T01:30:00Z,2018-01-09T13:34:00Z,east of Rohnert Park,38.36685,-122.64001,Pressley Fire (Central LNU Complex),0.0,True,0.44,77.3,48.5,2017.0,10.0
895,Napa,2017-10-08T23:48:00Z,2018-01-09T13:33:00Z,"off Partrick Rd, west of Napa",38.31802,-122.39052,Partrick Fire (Central LNU Complex),0.0,True,0.21,79.8,48.8,2017.0,10.0
896,Mariposa,2017-09-07T15:00:00Z,2018-01-09T13:19:00Z,Hwy 120 and Big Oak Flat Road near Foresta,37.73596,-119.78256,Rattlesnake Fire,0.0,False,0.91,79.9,51.7,2017.0,9.0
897,Siskiyou,2017-07-25T12:45:00Z,2018-01-09T12:05:00Z,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",41.702,-123.508,Clear Complex (merged into Eclipse Complex),0.0,False,0.06,87.3,54.8,2017.0,7.0
898,Modoc,2017-07-23T00:00:00Z,2018-01-09T12:04:00Z,Warner Mountain Ranger District on the Modoc National Forest,41.338,-120.304,Warner Mountain Lightning,0.0,False,0.42,88.5,52.5,2017.0,7.0
899,Glenn,2017-07-19T17:30:00Z,2018-01-09T12:02:00Z,"Stony Creek, Orland",39.75425,-122.17657,Creek Fire,0.0,False,0.0,96.4,63.8,2017.0,7.0
900,Lassen,2017-07-06T13:00:00Z,2018-01-09T11:45:00Z,"10 Miles west of Eagle Lake, Lassen National Forest",40.6361,-120.9643,Antelope Fire,0.0,False,0.16,87.7,52.4,2017.0,7.0
901,Siskiyou,2017-07-04T15:21:00Z,2018-01-09T11:43:00Z,"Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll",41.86609,-122.73031,Klamath Fire,0.0,False,0.06,87.3,54.8,2017.0,7.0
902,San Diego,2017-06-28T17:56:00Z,2018-01-09T11:10:00Z,off Cristianitos Rd. and Talega Rd.,33.43513,-117.58252, Cristianitos Fire,0.0,False,0.01,88.3,59.1,2017.0,6.0
903,Siskiyou,2017-06-25T17:00:00Z,2018-01-09T11:07:00Z,"14 miles west of Etna, California in the Marble Mountain Wilderness",41.841,-123.474,Salmon-August Complex ,0.0,False,0.89,76.0,48.0,2017.0,6.0
904,Tulare,2017-06-23T22:32:00Z,2018-01-09T11:01:00Z,"Hwy 201 & Rd 36, Community of Kings River",36.51912,-119.50606,King Incident,0.0,False,0.14,82.2,55.2,2017.0,6.0
905,San Luis Obispo,2017-05-19T13:10:00Z,2018-01-09T10:05:00Z,"off of San Antonio Drive and Hwy 101, Camp Roberts",35.85253,-120.80411,Range Fire,0.0,False,0.36,76.6,48.0,2017.0,5.0
906,Butte,2017-02-07T14:00:00Z,2018-01-09T09:24:00Z,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966",39.51158,-121.55633,Oroville Spillway ,0.0,True,15.79,55.7,39.9,2017.0,2.0
907,Colusa,2018-07-27T12:05:00Z,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",39.243283,-123.103367,Ranch Fire (Mendocino Complex),410203.0,True,0.0,98.0,65.0,2018.0,7.0
908,Glenn,2018-07-27T12:05:00Z,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",39.243283,-123.103367,Ranch Fire (Mendocino Complex),410203.0,True,0.0,96.5,65.4,2018.0,7.0
909,Lake,2018-07-27T12:05:00Z,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",39.243283,-123.103367,Ranch Fire (Mendocino Complex),410203.0,True,0.0,93.0,62.9,2018.0,7.0
910,Mendocino,2018-07-27T12:05:00Z,2019-01-04T09:33:00Z,"off Highway 20 near Potter Valley, northeast of Ukiah ",39.243283,-123.103367,Ranch Fire (Mendocino Complex),410203.0,True,0.01,87.5,56.0,2018.0,7.0
911,Shasta,2018-07-23T13:15:00Z,2019-01-04T09:37:00Z,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",40.65428,-122.62357,Carr Fire,229651.0,True,0.05,94.7,61.2,2018.0,7.0
912,Trinity,2018-07-23T13:15:00Z,2019-01-04T09:37:00Z,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",40.65428,-122.62357,Carr Fire,229651.0,True,0.15,91.9,56.8,2018.0,7.0
913,Butte,2018-11-08T06:33:00Z,2018-11-25T08:00:00Z,Pulga Road at Camp Creek Road near Jarbo Gap,39.8134,-121.4347,Camp Fire,153336.0,True,6.08,65.0,41.4,2018.0,11.0
914,Los Angeles,2018-11-08T14:24:00Z,2019-01-04T08:42:00Z,"E Street and Alfa Road Rd, South of Simi Valley",34.235,-118.70128,Woolsey Fire,96949.0,True,1.45,69.4,47.3,2018.0,11.0
915,Ventura,2018-11-08T14:24:00Z,2019-01-04T08:42:00Z,"E Street and Alfa Road Rd, South of Simi Valley",34.235,-118.70128,Woolsey Fire,96949.0,True,1.87,69.2,43.0,2018.0,11.0
916,Mariposa,2018-07-13T21:36:00Z,2019-01-04T09:48:00Z,"Highway 140 and Hite Cove, near El Portal",37.6549,-119.88581,Ferguson Fire,96901.0,False,0.06,92.4,62.2,2018.0,7.0
917,Napa,2018-06-30T14:12:00Z,2019-01-04T09:57:00Z,east of Lake Berryessa,38.80583,-122.18183,County Fire,90288.0,True,0.0,86.3,53.7,2018.0,6.0
918,Yolo,2018-06-30T14:12:00Z,2019-01-04T09:57:00Z,east of Lake Berryessa,38.80583,-122.18183,County Fire,90288.0,True,0.0,91.0,56.4,2018.0,6.0
919,Shasta,2018-09-05T12:51:00Z,2019-01-04T09:07:00Z,"I-5 and Lamoine, 2 miles NW of Lakehead ",40.9425,-122.43,Delta Fire,63311.0,False,0.05,84.5,50.2,2018.0,9.0
920,Trinity,2018-09-05T12:51:00Z,2019-01-04T09:07:00Z,"I-5 and Lamoine, 2 miles NW of Lakehead ",40.9425,-122.43,Delta Fire,63311.0,False,0.24,81.4,47.4,2018.0,9.0
921,Colusa,2018-07-27T13:01:00Z,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",39.04786,-123.11971,River Fire (Mendocino Complex),48920.0,True,0.0,98.0,65.0,2018.0,7.0
922,Lake,2018-07-27T13:01:00Z,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",39.04786,-123.11971,River Fire (Mendocino Complex),48920.0,True,0.0,93.0,62.9,2018.0,7.0
923,Mendocino,2018-07-27T13:01:00Z,2019-01-04T09:18:00Z,"Old River Rd, near Mile Marker Post 7.9, Hopland ",39.04786,-123.11971,River Fire (Mendocino Complex),48920.0,True,0.01,87.5,56.0,2018.0,7.0
924,Shasta,2018-08-09T01:55:00Z,2019-01-04T09:21:00Z,"off Gilman and Moore Creek Campground, east of Lakehead ",40.896,-122.219,Hirz Fire,46150.0,True,0.0,89.9,56.1,2018.0,8.0
925,Modoc,2018-08-15T18:05:00Z,2019-01-04T09:20:00Z,"Big Canyon, 10 miles SW of Canby",41.38544,-121.04386,Stone Fire,39387.0,False,0.02,85.3,48.8,2018.0,8.0
926,Siskiyou,2018-07-05T12:31:00Z,2019-01-04T09:55:00Z,"off Klamathon Road and Copco Road, south of Hornbrook",41.893332,-122.534655,Klamathon Fire,38008.0,True,0.29,87.4,55.5,2018.0,7.0
927,Tuolumne,2018-08-01T17:48:00Z,2019-01-04T09:26:00Z,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",38.349,-119.929,Donnell Fire,36450.0,False,0.06,82.8,53.2,2018.0,8.0
928,Orange,2018-08-06T13:20:00Z,2019-01-04T09:23:00Z,"Holy Jim Canyon, west of N. Main Divide",33.69888,-117.52055,Holy Fire,23136.0,False,0.0,86.1,67.2,2018.0,8.0
929,Lassen,2018-07-27T13:32:00Z,2019-01-04T09:32:00Z,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",40.633536,-120.868091,Whaleback Fire,18703.0,False,0.07,88.2,53.6,2018.0,7.0
930,Lake,2018-06-23T17:21:00Z,2019-01-04T10:01:00Z,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",39.0674,-122.59848,Pawnee Fire,15185.0,True,0.01,84.2,53.9,2018.0,6.0
931,San Joaquin,2018-06-29T15:11:00Z,2019-01-04T09:58:00Z,"off North Waverly Road and North Shelton Road, east of Linden",38.052055,-120.945482,Waverly Fire,12300.0,False,0.0,92.0,56.4,2018.0,6.0
932,Mono,2018-09-04T14:26:00Z,2019-01-04T09:09:00Z,"Hwy 395 & Hwy 108, Sonora Junction",38.347395,-119.45186,Boot Fire,6974.0,False,0.09,74.2,41.1,2018.0,9.0
933,Merced,2018-06-15T10:34:00Z,2019-01-04T10:06:00Z,"off Doug Road and Bonner Road, north of the community of Planada",37.39339,-120.34207,Planada Fire,4564.0,False,0.0,89.0,58.2,2018.0,6.0
934,Ventura,2018-11-08T14:03:00Z,2019-01-04T08:43:00Z,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",34.22685,-118.93444,Hill Fire,4531.0,True,1.87,69.2,43.0,2018.0,11.0
935,Madera,2018-06-11T12:00:00Z,2019-01-04T10:03:00Z,near the Lion Point area in the Ansel Adams Wilderness,37.571,-119.118,Lions Fire,4064.0,False,0.0,85.2,53.3,2018.0,6.0
936,Tehama,2018-10-07T12:51:00Z,2019-01-04T08:57:00Z,"Hwy 36 and Sunriver Road, east of Red Bluff",40.22027778,-122.18,Sun Fire,3889.0,True,0.9,75.4,49.3,2018.0,10.0
937,Tehama,2018-06-23T11:38:00Z,2019-01-04T10:02:00Z,Off Hwy 36 in Paynes Creek,40.35068,-121.77867,Lane Fire,3716.0,True,0.17,87.5,57.4,2018.0,6.0
938,Humboldt,2018-08-16T09:18:00Z,2019-01-04T09:17:00Z,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",41.07944,-123.688056,Mill Creek 1 Fire,3674.0,False,0.02,80.9,54.0,2018.0,8.0
939,Los Angeles,2018-09-22T14:30:00Z,2019-01-04T09:03:00Z,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",34.48229,-118.60858,Charlie Fire,3380.0,False,0.0,86.0,60.6,2018.0,9.0
940,Kings,2018-08-06T17:29:00Z,2019-01-04T09:23:00Z,"off Interstate 5 and Milham Rd, Kettleman Hills area",35.97896,-119.98329,Five Fire,2995.0,False,0.0,97.5,64.7,2018.0,8.0
941,Tehama,2018-06-09T14:10:00Z,2019-01-04T10:10:00Z,"Off Apple Rd & Paskenta Rd, west of Corning",39.94355,-122.3571,Apple Fire,2956.0,True,0.17,87.5,57.4,2018.0,6.0
942,Kern,2018-08-03T14:48:00Z,2019-01-04T09:26:00Z,"Breckenridge Rd & Comanche Dr, east of Bakersfield",35.37444,-118.83556,Tarina Fire,2950.0,False,0.0,95.2,66.3,2018.0,8.0
943,Inyo,2018-07-08T13:36:00Z,2019-01-04T09:54:00Z,"off Hogback and Whitney Portal Road, Alabama Hills",36.6734,-118.21881,Georges Fire,2883.0,True,0.67,99.5,72.8,2018.0,7.0
944,Napa,2018-09-08T14:29:00Z,2019-01-04T09:06:00Z,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",38.69601,-122.44468,Snell Fire,2490.0,True,0.04,85.3,52.7,2018.0,9.0
945,Glenn,2018-06-09T15:32:00Z,2019-01-04T10:09:00Z,"Hwy 162 and Forest Hwy 7, north of Elk Creek",39.64978,-122.58218,Chrome Fire,2290.0,True,0.01,89.0,57.7,2018.0,6.0
946,Monterey,2018-08-06T12:59:00Z,2019-01-04T09:23:00Z,"near Highway 46 and Turkey Flats, near Parkfield",35.847778,-120.343056,Turkey Fire,2225.0,False,0.0,87.3,54.4,2018.0,8.0
947,Solano,2018-08-10T16:57:00Z,2019-01-04T09:20:00Z,"Nelson Rd and Cherry Glen Rd, Vacaville",38.431278,-122.043747,Nelson Fire,2162.0,True,0.0,87.6,56.7,2018.0,8.0
948,Modoc,2018-07-13T22:03:00Z,2019-01-04T09:46:00Z,"County Rd 40/ County Rd1, South West of Eagleville",41.29363,-120.11461,Eagle Fire,2100.0,False,0.14,88.4,52.6,2018.0,7.0
949,Inyo,2018-02-18T14:12:00Z,2019-01-03T09:43:00Z,"Pleasant Valley Dam Road and Hwy 395, north of Bishop",37.40208,-118.50235,Pleasant Fire,2070.0,True,0.13,58.1,32.9,2018.0,2.0
950,Shasta,2018-08-09T14:34:00Z,2019-01-04T09:21:00Z,"Hwy 299 east and Fish Hatchery rd, northeast of Burney ",40.99344,-121.52225,Hat Fire,1900.0,True,0.0,89.9,56.1,2018.0,8.0
951,Merced,2018-05-02T16:00:00Z,2019-01-04T10:26:00Z,Interstate 5 and W Nees Ave. south of Los Banos ,36.85156,-120.77206,Nees Fire,1756.0,False,0.07,79.7,52.8,2018.0,5.0
952,Trinity,2018-09-04T15:20:00Z,2019-01-04T09:08:00Z,"Kerlin Creek, west of Hyampom",40.616251,-123.52019,Kerlin Fire,1751.0,False,0.24,81.4,47.4,2018.0,9.0
953,Shasta,2018-06-24T12:29:00Z,2019-01-04T10:01:00Z,"Clear Creek Rd & American Rd, west of Redding",40.50318,-122.42308,Creek Fire,1678.0,True,0.12,85.0,52.9,2018.0,6.0
954,Solano,2018-11-08T13:28:00Z,2019-01-04T08:47:00Z,"off Highway 12 and Nurse Blue Road, Suisun City",38.21396,-121.9424,Nurse Fire,1500.0,False,3.32,68.4,44.4,2018.0,11.0
955,San Luis Obispo,2018-06-20T18:22:00Z,2019-01-04T10:03:00Z,"E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation",35.73629,-120.75593,Yankee Fire,1500.0,False,0.0,84.4,52.0,2018.0,6.0
956,Los Angeles,2018-06-04T12:40:00Z,2019-01-04T10:15:00Z,"off Anthony Road and Hierba Road, North of Agua Dulce",34.5486,-118.31138,Stone Fire,1352.0,False,0.0,84.1,58.6,2018.0,6.0
957,San Bernardino,2018-07-06T13:29:00Z,2019-01-04T09:55:00Z,Valley of the Falls Dr & Service Road 1S08,34.095568,-116.958806,Valley Fire,1350.0,True,0.51,102.7,78.0,2018.0,7.0
958,San Benito,2018-06-04T17:01:00Z,2019-01-04T10:15:00Z,Coalinga and Airline Highway,36.40755,-120.99322,Airline Fire,1314.0,True,0.0,84.0,53.8,2018.0,6.0
959,Inyo,2018-04-19T10:28:00Z,2019-01-03T13:09:00Z,"Highway 395 and Moffat Ranch Road, north of Lone Pine",36.71537,-118.08449,Moffat Fire,1265.0,True,0.25,75.0,47.8,2018.0,4.0
960,Riverside,2018-05-17T14:19:00Z,2019-01-04T10:24:00Z,"off Rawson Road and Royal Netherlands Road, south of Winchester",33.62924,-117.05992,Patterson Fire,1261.0,False,0.07,85.6,59.0,2018.0,5.0
961,Sutter,2018-07-31T17:34:00Z,2019-01-04T09:28:00Z,"Pass Road and W Butte Road, 9 miles northwest of Yuba City ",39.186144,-121.792885,Butte Fire,1200.0,False,0.0,99.1,64.6,2018.0,7.0
962,Placer,2018-09-03T16:38:00Z,2019-01-04T09:10:00Z,"North Fork Campground, south of Emigrant Gap",39.268611,-120.658333,North Fire,1120.0,True,0.02,81.0,51.0,2018.0,9.0
963,Santa Barbara,2018-08-19T13:37:00Z,2019-01-04T09:16:00Z,off Highway 166 and Sierra Madre Road,35.11416667,-120.09222222,Front Fire,1014.0,False,0.0,85.8,57.8,2018.0,8.0
964,Kern,2018-07-27T16:12:00Z,2019-01-04T09:32:00Z,"off Breckenridge Road and Tarina Ct, east of Bakersfield",35.387408,-118.817934,Breckenridge Fire,993.0,False,0.08,98.7,71.0,2018.0,7.0
965,Mendocino,2018-07-31T15:28:00Z,2019-01-04T09:29:00Z,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",39.82877,-123.08489,Eel Fire,972.0,False,0.01,87.5,56.0,2018.0,7.0
966,Butte,2018-07-12T22:45:00Z,2019-01-04T09:48:00Z,"Bidwell Park, Upper Park Rd, Chico",39.77124,-121.76859,Stoney Fire,962.0,True,0.01,96.4,65.0,2018.0,7.0
967,Tehama,2018-07-09T18:30:00Z,2019-01-04T09:52:00Z,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",40.33682,-121.93908,Dale Fire,856.0,False,0.01,95.9,66.0,2018.0,7.0
968,Amador,2018-07-06T14:42:00Z,2019-01-04T09:54:00Z,"off Irish Ridge Road and Carbondale Road, southeast of Plymouth",38.42623,-120.95408,Irish Fire,825.0,True,0.04,95.5,64.2,2018.0,7.0
969,Yolo,2018-07-18T14:24:00Z,2019-01-04T09:40:00Z,"off County Road 88 and County Road 29, north of Winters",38.59694444,-121.99388889,Eighty Eight Fire,822.0,False,0.01,96.9,62.5,2018.0,7.0
970,Placer,2018-08-01T13:11:00Z,2019-01-04T09:28:00Z,"off Sunset Blvd. West and South Brewer Rd, northwest of Roseville",38.82426,-121.451307,Sunset Fire,700.0,False,0.01,86.6,55.6,2018.0,8.0
971,Tulare,2018-08-15T17:14:00Z,2019-01-04T09:19:00Z,"Old Stage Rd and White River Rd, southeast of Porterville",35.79012,-118.7393,River Fire,668.0,False,0.0,87.0,58.7,2018.0,8.0
972,Monterey,2018-08-11T14:12:00Z,2019-01-04T09:20:00Z,"Dead Mans Gulch Rd and Sargents Rd, south of San Ardo",36.00912,-120.82226,Gulch Fire,650.0,False,0.0,87.3,54.4,2018.0,8.0
973,Lassen,2018-06-14T17:45:00Z,2019-01-04T10:06:00Z,"off Highway 395 Southeast of Litchfield, East of Susanville",40.3768,-120.36403,Tumbleweed Fire,646.0,False,0.32,76.7,43.6,2018.0,6.0
974,Alameda,2018-07-08T17:38:00Z,2019-01-04T09:53:00Z,"off I580 and Grantline Rd, Altamont Area",37.75646,-121.60646,Grant Fire,640.0,True,0.0,85.9,59.4,2018.0,7.0
975,Tuolumne,2018-09-08T13:34:00Z,2019-01-04T09:06:00Z,"Hwy 108 and Tulloch Road, east of Oakdale",37.83388,-120.61746,Tulloch Fire,573.0,False,0.09,77.7,48.2,2018.0,9.0
976,Butte,2018-10-30T14:46:00Z,2019-01-04T08:50:00Z,"Four Junes Way and Palermo, south of Palermo ",39.36529,-121.51707,June Fire,550.0,False,0.99,77.7,49.7,2018.0,10.0
977,San Benito,2018-06-04T17:30:00Z,2019-01-04T10:14:00Z,"Coalinga Road, east of Bitterwater ",36.378333,-120.901167,Eastern Fire,513.0,True,0.0,84.0,53.8,2018.0,6.0
978,San Diego,2018-07-06T23:39:00Z,2019-01-04T09:55:00Z,"off I-8 & West Willows Rd, Community of Alpine",32.833674,-116.7311,West Fire,504.0,True,0.18,93.7,66.3,2018.0,7.0
979,Alameda,2018-05-30T13:21:00Z,2019-01-04T10:20:00Z,"near Grant Line Rd and Mountain House Rd, Altamont Area ",37.75375,-121.57918,Grant Fire,484.0,False,0.02,70.6,49.9,2018.0,5.0
980,Lassen,2018-06-27T15:09:00Z,2019-01-04T09:59:00Z,"Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville",40.316137,-120.45053,Hyatt Fire,441.0,False,0.32,76.7,43.6,2018.0,6.0
981,Monterey,2018-09-13T15:37:00Z,2019-01-04T09:04:00Z,"Metz Road and Topo Road, east of Greenfield",36.35502,-121.1563,Metz Fire,400.0,False,0.0,84.1,50.4,2018.0,9.0
982,Monterey,2018-06-26T07:11:00Z,2019-06-21T08:51:41Z,"Sargents Canyon and Deadman Gulch, San Ardo Oil Fields",35.95515,-120.86256,San Ardo,375.0,False,0.0,82.6,49.9,2018.0,6.0
983,Kern,2018-08-18T15:17:00Z,2019-01-04T09:16:00Z,"off Cow Flat Road and Highway 178, west of Lake Isabella",35.51777778,-118.6525,Call Fire,367.0,False,0.0,95.2,66.3,2018.0,8.0
984,San Diego,2018-07-27T13:28:00Z,2019-01-04T09:32:00Z,"San Pasqual Valley Rd, west of Ramona",33.07892,-116.91845,Pasqual Fire,365.0,True,0.18,93.7,66.3,2018.0,7.0
985,Madera,2018-09-22T15:44:00Z,2019-01-04T09:03:00Z,"Lonesome Oak Ln and Bissett Station Rd, Ahwahnee",37.38789,-119.68912,Oak Fire,360.0,True,0.05,84.1,53.1,2018.0,9.0
986,Butte,2018-06-26T12:56:00Z,2019-01-04T09:59:00Z,"Midway Road and Esquon Road , 4 miles SE  of Durham",39.59872,-121.78208,Shippee Fire,347.0,False,0.02,88.9,57.3,2018.0,6.0
987,Inyo,2018-07-31T15:07:00Z,2019-01-04T09:29:00Z,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",37.735461,-118.970443,Owens Fire,338.0,False,0.67,99.5,72.8,2018.0,7.0
988,Shasta,2018-06-23T12:54:00Z,2019-01-04T10:02:00Z,"Off Bascom Rd & Hwy 44, in Millville",40.52909,-122.17457,Bascom Fire,328.0,False,0.12,85.0,52.9,2018.0,6.0
989,Santa Clara,2018-07-22T13:06:00Z,2019-01-04T09:37:00Z,County Club Rd & N Park Victoria Rd in Milpitas ,37.449425,-121.88807,Country Fire,320.0,True,0.01,87.8,60.5,2018.0,7.0
990,El Dorado,2018-07-04T17:09:00Z,2019-01-04T09:56:00Z,"off South Shingle Road and Latrobe Road, west of Latrobe",38.539806,-121.059979,Shingle Fire,316.0,False,0.11,89.7,61.8,2018.0,7.0
991,Trinity,2018-06-28T18:01:00Z,2019-01-04T09:59:00Z,"Reading Creek Road, SE of Douglas City",40.60402,-122.9144,Flat Fire,300.0,True,0.14,81.8,46.7,2018.0,6.0
992,Madera,2018-06-04T17:44:00Z,2019-01-04T10:14:00Z,"Road 210 and Road 200, Oneal",37.10181,-119.623981,ONeals Fire,300.0,False,0.0,85.2,53.3,2018.0,6.0
993,San Diego,2018-05-04T11:44:00Z,2019-01-04T10:26:00Z,"Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base",33.389425,-117.502405,Alpha Fire,300.0,False,0.16,76.1,51.6,2018.0,5.0
994,Calaveras,2018-08-06T16:26:00Z,2019-01-04T09:23:00Z,"Near Milton Road and South Gulch Road, Rancho Calaveras",38.061298,-120.872244,South Fire,290.0,False,0.0,91.8,59.2,2018.0,8.0
995,Madera,2018-08-23T15:40:00Z,2019-01-04T09:15:00Z,"Road 29 & Road 607, southwest of Eastman Lake",37.197039,-120.002619,Eastman Fire,289.0,False,0.01,88.8,58.4,2018.0,8.0
996,Riverside,2018-07-19T17:22:00Z,2019-01-04T09:39:00Z,"off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit",33.836101,-117.607577,Skyline Fire,282.0,False,0.27,102.4,77.6,2018.0,7.0
997,San Benito,2018-07-11T16:40:00Z,2019-01-04T09:49:00Z,"off Panoche Road, 2 miles north of CAL FIRE Antelope Station, southeast of Hollister",36.65351,-121.0454,Panoche Fire,278.0,False,0.01,93.1,62.7,2018.0,7.0
998,Contra Costa,2018-06-29T16:06:00Z,2019-01-04T09:58:00Z,"Ygnaciao Valley Road and Cowell Road, Concord",37.94714,-121.9921,Valley Fire,268.0,False,0.0,83.8,55.3,2018.0,6.0
999,Tehama,2018-06-23T12:52:00Z,2019-01-04T10:02:00Z,"Stoll Rd & Baker Rd, west of Red Bluff",40.18395,-122.27574,Stoll Fire,268.0,True,0.17,87.5,57.4,2018.0,6.0
1000,San Diego,2018-06-06T09:46:00Z,2019-01-04T10:11:00Z,"Off Hwy 94 and Campo Truck Trail, Campo",32.63046,-116.46674,Recycle Fire,265.0,True,0.0,86.6,57.1,2018.0,6.0
1001,Tehama,2018-09-28T13:08:00Z,2019-01-04T08:59:00Z,"Wilson Lake Rd and Lost Creek Rd, 10 miles NW of Chester  ",40.34256,-121.43025,Wilson Fire,261.0,False,0.01,86.4,54.5,2018.0,9.0
1002,San Luis Obispo,2018-06-26T11:16:00Z,2019-01-04T10:00:00Z,"Camp San Luis Obispo Range Echo, 3 miles NW of San Luis Obispo",35.33916,-120.71488,Fox Fire,260.0,False,0.0,84.4,52.0,2018.0,6.0
1003,Santa Barbara,2018-03-27T14:45:00Z,2019-01-03T09:44:00Z,"Channel Islands National Park, Santa Cruz Island",34.0232,-119.76576,Santa Cruz Fire,258.0,False,5.45,61.6,41.3,2018.0,3.0
1004,San Diego,2018-08-09T13:09:00Z,2019-01-04T09:21:00Z,off Rangeland Road and Highway 78 in Ramona,33.076239,-116.902985,Rangeland Fire,250.0,False,0.02,92.6,65.9,2018.0,8.0
1005,Contra Costa,2018-07-25T14:41:00Z,2019-01-04T09:34:00Z,"Marsh Creek Rd and  Bragdon way, east of Mount Diablo ",37.89612,-121.85847,Marsh Fire,247.0,True,0.0,89.2,60.2,2018.0,7.0
1006,Siskiyou,2018-07-15T09:58:00Z,2019-01-04T09:44:00Z,"Shasta Valley Wildlife Area, 4 miles south east of Montague ",41.70877,-122.47293,Steamboat Fire,224.0,True,0.29,87.4,55.5,2018.0,7.0
